,title,total,last,length
592,"Vermilion County, Illinois",1203560,83919,32526
593,"Greene County, Ohio",1202617,147886,18460
594,"Somerville, Massachusetts",1202353,75754,93490
595,"Lubbock, Texas",1197223,199564,87144
596,"Merced County, California",1194532,210554,61067
597,"Chattanooga, TN-GA Metropolitan Statistical Area",1192910,433210,5880
598,"Allen County, Ohio",1192121,108743,23585
599,"Pueblo County, Colorado",1191216,141472,13040
600,"Chemung County, New York",1185897,91070,19727
601,"Allentown, Pennsylvania",1185109,106632,127395
602,"Aroostook County, Maine",1183375,73938,28969
603,"Weld County, Colorado",1176071,180936,22382
604,"Rowan County, North Carolina",1171195,130340,22673
605,"Indiana County, Pennsylvania",1167435,89605,28505
606,"Jefferson County, Missouri",1166353,198099,56133
607,"Manchester, New Hampshire",1166298,107006,61867
608,"Androscoggin County, Maine",1164951,103793,20091
609,"Horry County, South Carolina",1164747,196629,22648
610,"Robeson County, North Carolina",1164028,123339,33460
611,"New Hanover County, North Carolina",1161102,160307,21416
612,"Kenosha County, Wisconsin",1160705,149577,16408
613,"Utica, New York",1157649,60523,116594
614,"Tazewell County, Illinois",1157068,128485,13242
615,"Clay County, Missouri",1156766,184006,47727
616,"Davis County, Utah",1154578,238994,21783
617,"Sheboygan County, Wisconsin",1153173,112646,15882
618,"Armstrong County, Pennsylvania",1152978,72392,24420
619,"Jasper County, Missouri",1148034,104686,48196
620,"Somerset County, Pennsylvania",1140242,80023,33140
621,"Allegany County, Maryland",1137604,74930,41479
622,"West Town, Chicago",1136641,87465,45556
623,"Duluth, Minnesota",1136556,86918,139552
624,"Wayne County, New York",1133919,93765,46415
625,"Demographics of Utica, New York",1133572,60523,12516
626,"Amarillo, Texas",1132541,173627,101492
627,"Ouachita Parish, Louisiana",1131429,147250,18227
628,"Bakersfield, California",1131013,247057,93948
629,"Cedar Rapids, Iowa",1130343,126326,70198
630,"Cabell County, West Virginia",1129488,96784,15734
631,"Aurora, Colorado",1124701,276393,50308
632,"Tuscarawas County, Ohio",1124075,90914,27563
633,"Orangeburg County, South Carolina",1122534,91582,19529
634,"Newport News, Virginia",1121383,180150,79109
635,"Topeka, Kansas",1120560,122377,65743
636,"Marathon County, Wisconsin",1120123,125834,15178
637,"Springfield, Missouri",1119821,151580,60599
638,"Austin, Chicago",1116764,117527,33673
639,"Lansing, Michigan",1115725,119128,114615
640,"Sumter County, South Carolina",1113148,104646,10462
641,"Kent County, Delaware",1111929,126697,23201
642,"Wayne County, Ohio",1111842,111564,17601
643,"Warren County, Ohio",1111823,158383,41843
644,"Stearns County, Minnesota",1109956,133166,18997
645,"Canton, Ohio",1109590,80806,58359
646,"LaPorte County, Indiana",1109048,110106,52541
647,"Hunterdon County, New Jersey",1108446,121989,58880
648,"Fairfield County, Ohio",1106708,122759,18692
649,"Calhoun County, Alabama",1106234,112249,18084
650,"Howard County, Maryland",1103897,247842,79995
651,"Pasadena, California",1102641,133936,99358
652,"Herkimer County, New York",1100667,64427,14449
653,"Grayson County, Texas",1098086,110595,17202
654,Sherman–Denison metropolitan area,1098086,110595,20229
655,"Wichita County, Texas",1097303,131664,15157
656,"Davidson County, North Carolina",1095942,147246,33594
657,"Otsego County, New York",1093581,61676,16940
658,La Crosse–Onalaska,1093482,133665,6205
659,"Sussex County, New Jersey",1093233,144166,138682
660,"Tolland County, Connecticut",1092540,136364,16314
661,"Pitt County, North Carolina",1090644,133798,21583
662,"Campbell County, Kentucky",1089192,88616,13291
663,"Whatcom County, Washington",1087759,166814,32906
664,"Lenawee County, Michigan",1077522,98890,16212
665,"Clinton County, New York",1077035,79894,17404
666,"Dubuque County, Iowa",1075853,89143,28105
667,"Clayton County, Georgia",1075063,236517,24836
668,"Wood County, Ohio",1071255,121065,19821
669,"Fond du Lac County, Wisconsin",1069034,97296,14473
670,"Washington County, New York",1068495,61042,21490
671,History of California before 1900,1068241,379994,83854
672,"San Bernardino, California",1064594,185401,90879
673,"Durham, North Carolina",1064573,187035,85649
674,"Anchorage, Alaska",1064238,260283,95354
675,"Washington County, Minnesota",1062020,201130,25881
676,"Adams County, Illinois",1060835,68277,25818
677,"Springfield, Illinois",1060109,111454,92623
678,"St. Joseph, Missouri",1057903,73990,31452
679,"Scioto County, Ohio",1057719,79195,33152
680,"St. Landry Parish, Louisiana",1057683,87700,19078
681,"Thurston County, Washington",1057156,207355,15796
682,"Cleveland County, Oklahoma",1055980,208016,15337
683,"Webb County, Texas",1055386,193117,39282
684,Laredo metropolitan area,1055386,193117,58227
685,"Augusta, Georgia",1054810,195182,47814
686,Hawaii (island),1052997,148677,42328
687,"Hawaii County, Hawaii",1052997,148677,15223
688,"Miami County, Ohio",1052899,98868,17328
689,"Grafton County, New Hampshire",1052535,81743,32793
690,Greater Grand Forks,1051927,97478,11191
691,"Lawrence, Massachusetts",1050945,72043,69811
692,"Montgomery County, New York",1050809,49708,17529
693,"Brockton, Massachusetts",1049753,93810,38469
694,"Loudoun County, Virginia",1049732,169599,59865
695,"Washington County, Arkansas",1048918,157715,30393
696,Tri-Cities metropolitan area,1048734,191822,5610
697,"Columbia County, New York",1047648,63094,24063
698,"Jackson County, Oregon",1047438,181269,31487
699,Tyler metropolitan area,1045029,151309,22199
700,"Berkeley, California",1042980,102743,89157
701,"Wayne County, North Carolina",1040863,113329,25058
702,"Orlando, Florida",1039282,185951,110558
703,"Minnehaha County, South Dakota",1038788,148281,20982
704,"Aiken County, South Carolina",1038122,142552,18585
705,"Beaufort County, South Carolina",1036851,120937,21214
706,"Carroll County, Maryland",1035907,150897,39024
707,"Tompkins County, New York",1034064,96501,22193
708,"Troy, New York",1033796,49170,63269
709,"Pinal County, Arizona",1028141,179727,33921
710,"Pittsylvania County, Virginia",1027427,61745,13893
711,"Newton, Massachusetts",1024440,85146,55036
712,"Johnston County, North Carolina",1024377,121965,19796
713,"Medina County, Ohio",1020953,151095,17722
714,"Lake County, Florida",1015752,210528,26589
715,"Pottawattamie County, Iowa",1015157,87704,14865
716,"Florence County, South Carolina",1012124,125761,12618
717,"Quincy, Massachusetts",1011339,92271,72086
718,"Iredell County, North Carolina",1011110,122660,26727
719,"Bradford County, Pennsylvania",1007239,62761,22818
720,"Kankakee County, Illinois",1006641,103833,14373
721,"Davenport, Iowa",1002295,98359,93064
722,"Warren County, New Jersey",1001506,102437,51844
723,"Montgomery County, Tennessee",998953,134768,13740
724,"Humboldt County, California",997832,126518,114379
725,"Alamance County, North Carolina",997435,130800,54768
726,"Columbia, South Carolina",997076,116278,101424
727,"Madison County, New York",993164,69441,19361
728,"Etowah County, Alabama",992959,103459,17120
729,"Portland, Maine",992444,64249,76798
730,"Catawba County, North Carolina",992265,141685,27450
731,"Cabarrus County, North Carolina",988525,131063,33018
732,"Randolph County, North Carolina",988014,130454,21845
733,"Newport County, Rhode Island",987433,85433,14061
734,"Beaumont, Texas",985721,113866,92986
735,"Sebastian County, Arkansas",983826,115071,12630
736,"Rutland County, Vermont",981191,63400,22270
737,"Hialeah, Florida",980004,226419,47008
738,"Boone County, Missouri",979344,135454,41614
739,"Schenectady, New York",978045,61821,61057
740,"Harrison County, West Virginia",977895,68652,20062
741,"Onslow County, North Carolina",977500,150355,25556
742,"Washington County, Rhode Island",977113,123546,18204
743,"La Crosse County, Wisconsin",975051,107120,15450
744,"Wayne County, Indiana",973785,71097,16779
745,"Lake View, Chicago",972539,94817,53705
746,"Portsmouth, Virginia",971662,100565,36382
747,"Jefferson County, Arkansas",967129,84278,26242
748,"Macon, Georgia",966748,97255,59865
749,"Dodge County, Wisconsin",966218,85897,14146
750,"Ross County, Ohio",962690,73345,23847
751,"Yolo County, California",957823,168660,58268
752,"St. Tammany Parish, Louisiana",955639,191268,31043
753,"Alexandria, Virginia",954793,128283,82352
754,"Sioux City, Iowa",951566,85013,57160
755,"Warren, Michigan",947158,138247,41115
756,"Manitowoc County, Wisconsin",946563,82887,18052
757,"Aurora, Illinois",944248,142990,58314
758,"Huntsville, Alabama",943880,158216,121527
759,"Sumner County, Tennessee",943117,130449,14738
760,"Rockingham County, North Carolina",941354,91928,19080
761,"Waco, Texas",940411,113726,72119
762,"Genesee County, New York",940079,60370,26332
763,"Venango County, Pennsylvania",939778,57555,23419
764,"Wood County, West Virginia",938452,87986,20963
765,"Franklin County, Massachusetts",934503,71535,34053
766,"Roanoke, Virginia",932238,94911,83928
767,"Cheshire County, New Hampshire",929832,73825,15010
768,"Harrisburg, Pennsylvania",928328,48950,113609
769,"Ohio County, West Virginia",927646,47427,27251
770,"Saginaw, Michigan",927632,61799,78965
771,"Washington County, Tennessee",926870,107198,16364
772,"Hamilton County, Indiana",926770,182740,23589
773,"Benton County, Arkansas",924956,153406,29494
774,"Porter County, Indiana",924916,146798,52612
775,"Adams County, Pennsylvania",914626,91292,29640
776,"Daviess County, Kentucky",912079,91545,14885
777,"Madison County, Tennessee",909837,91837,10252
778,"Stamford, Connecticut",909503,117083,60905
779,"Fort Lauderdale, Florida",908881,152397,88918
780,"Morgan County, Alabama",906963,111064,16389
781,"Racine, Wisconsin",906525,81855,47485
782,"Taylor County, Texas",905685,126555,15232
783,"Imperial County, California",905561,142361,87728
784,"Pueblo, Colorado",905335,102121,62827
785,Mankato – North Mankato metropolitan area,901445,85712,7897
786,"Pawtucket, Rhode Island",900300,72958,26006
787,"Windsor County, Vermont",900228,57418,16448
788,"Garland, Texas",899999,215768,40914
789,"Shasta County, California",899613,163256,61088
790,"Cass County, North Dakota",897746,123138,24157
791,"Monroe County, Indiana",893028,120563,17859
792,"Grant County, Indiana",890132,73403,15402
793,"Allegan County, Michigan",889794,105665,17730
794,"Olmsted County, Minnesota",887245,124277,16203
795,"Clark County, Indiana",883206,96472,29090
796,"Dallas County, Alabama",880682,46365,18369
797,"Springfield, Ohio",880582,65358,33070
798,"Mansfield-Bucyrus, OH Combined Statistical Area",879725,175818,5597
799,"Collier County, Florida",879233,251377,22325
800,"Delaware County, New York",878702,48055,16204
801,"Williamson County, Tennessee",876264,126638,22082
802,"Washington County, Ohio",873933,63251,22592
803,"Livingston County, Michigan",873047,156951,23269
804,"Doña Ana County, New Mexico",872350,174682,24743
805,"Huntington Beach, California",871727,189594,83134
806,"Reno, Nevada",871361,180480,81404
807,"Union County, North Carolina",870301,123677,25443
808,"Ellis County, Texas",869432,111360,18250
809,"Fremont, California",867445,203413,74972
810,"Floyd County, Georgia",866082,90565,13596
811,"Hall County, Georgia",863474,139277,16812
812,Laredo–Nuevo Laredo,863243,343442,44817
813,"Erie County, Ohio",862569,79551,25094
814,"Boise, Idaho",860896,185787,80160
815,"Orange County, North Carolina",860562,118227,41740
816,"Near West Side, Chicago",859579,46419,27186
817,"Washington County, Mississippi",858924,62977,12646
818,"Comanche County, Oklahoma",858571,114996,46396
819,"Hammond, Indiana",858405,83048,35249
820,"Columbia County, Pennsylvania",858332,64148,26087
821,"Brazos County, Texas",856609,152415,15208
822,"Chenango County, New York",856054,51401,18280
823,"Yellowstone County, Montana",853824,129352,16016
824,"Chesapeake, Virginia",851082,199184,33817
825,"Berkeley County, South Carolina",849934,142651,18855
826,"St. Lucie County, Florida",849036,192695,23420
827,"Joliet, Illinois",848008,106221,42205
828,"Lauderdale County, Mississippi",843612,78161,12591
829,"Potter County, Texas",842763,113546,15874
830,"Talladega County, Alabama",842232,80321,18507
831,"Maury County, Tennessee",839413,69498,16974
832,"Logan Square, Chicago",837861,82685,37987
833,"Blount County, Tennessee",837603,105823,31777
834,"Cleveland County, North Carolina",836693,96287,29291
835,"Livingston County, New York",835408,64328,46737
836,"Nash County, North Carolina",835003,87420,16197
837,"Lauderdale County, Alabama",834891,87966,18765
838,"Hardin County, Kentucky",834512,94174,17576
839,"Wilkes-Barre, Pennsylvania",830706,43123,55518
840,"Warren County, Kentucky",829330,92522,17052
841,"Wheeling, West Virginia metropolitan area",828701,153172,8378
842,"Oxford County, Maine",827986,54755,16157
843,"New Britain, Connecticut",827805,71538,32001
844,"Halifax County, North Carolina",827406,57370,10586
845,"Johnson County, Iowa",827384,111006,18715
846,"Modesto, California",827015,188856,64006
847,"Raleigh County, West Virginia",826977,79220,16999
848,"Shelby County, Alabama",825559,143293,23498
849,"Monongalia County, West Virginia",825309,81866,20081
850,"Craven County, North Carolina",824228,91436,23236
851,"Howard County, Indiana",823607,84964,16824
852,"Seneca County, Ohio",823164,58683,23735
853,"Eaton County, Michigan",823028,103655,25057
854,"Charles County, Maryland",822676,120546,38790
855,"Lee County, Alabama",822601,115092,19590
856,"Torrance, California",821793,137946,71381
857,"Irving, Texas",820928,191615,46327
858,"Binghamton, New York",817565,47380,106333
859,"Monroe County, Pennsylvania",817449,138687,23747
860,"Allegany County, New York",816842,49927,23656
861,"Terre Haute, Indiana",816765,59614,59550
862,"Lancaster, Pennsylvania",815793,56348,66836
863,"Carbon County, Pennsylvania",815648,58802,33981
864,"Delaware County, Ohio",815324,109989,28375
865,Parkersburg-Marietta-Vienna metropolitan area,815065,164624,7566
866,"Washington County, Wisconsin",815045,117493,12292
867,"Okaloosa County, Florida",814068,170498,17974
868,"Napa County, California",813424,124279,92968
869,"Terrebonne Parish, Louisiana",810261,104503,20613
870,"Knox County, Illinois",809659,55836,14482
871,"Decatur, Illinois",809421,81860,51791
872,"Garden Grove, California",807829,165196,24424
873,"Wichita Falls, Texas",806780,104197,50883
874,"Dearborn, Michigan",806541,97775,58614
875,"Kalamazoo, Michigan",805903,76145,89333
876,"Baldwin County, Alabama",805605,140415,34684
877,"Jackson County, Mississippi",802967,131420,11200
878,"Christian County, Kentucky",802930,72265,12489
879,"Laurens County, South Carolina",798618,69567,17004
880,"Pickens County, South Carolina",798576,110757,21997
881,"Canyon County, Idaho",798412,131441,17606
882,"Ann Arbor, Michigan",796698,114024,111982
883,"Maui County, Hawaii",795853,128094,12777
884,"Sullivan County, New York",795524,73966,19712
885,"Pike County, Kentucky",795108,68736,31209
886,"Darlington County, South Carolina",794425,67394,13976
887,"Hampton, Virginia",793123,146437,43913
888,"Altoona, Pennsylvania",792448,49523,69813
889,"Salem County, New Jersey",791477,64285,35429
890,"Augusta County, Virginia",790971,65615,25584
891,"Albemarle County, Virginia",790342,79236,39643
892,"Pomona, California",790157,149473,46969
